Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVNS77,SV - Mater Hospital - Solar - NSW,NSW,0.2801,2060,Solar,19/10/2017,Unsuspended,0,n/a
SRPVVC58,University of Melbourne The Spot Carlton Solar Vic,VIC,0.0509,3053,Solar,19/10/2017,Unsuspended,0,n/a
SRPVVC60,Vawdrey Manufacturing - Solar - VIC,VIC,1.0731,3175,Solar,20/10/2017,Unsuspended,0,n/a
SRPVVC59,Bayswood Timber Hallam VIC - Solar,VIC,0.1502,3803,Solar,23/10/2017,Unsuspended,0,n/a
WD00VC25,Kiata Wind Farm - VIC,VIC,31.05,3418,Wind,23/10/2017,Unsuspended,0,n/a
SRPVNS78,Taronga Western Plains Zoo - NSW - Solar,NSW,0.1778,2830,Solar,24/10/2017,Unsuspended,0,n/a
SRPVTA03,St Patrick's College Launceston - Solar - TAS,TAS,0.2646,7250,Solar,27/10/2017,Unsuspended,0,n/a
SRWDTA01,Whitemark Power Station - Solar and Wind - TAS,TAS,4.1,7255,Wind,1/11/2017,Unsuspended,0,"Wind is the primary fuel source. The total capacity is comprised of: 0.9 MW wind, 0.2 MW solar and 3 MW diesel."
SRPVQL49,Lakeland Solar & Storage - QLD,QLD,13.0536,4871,Solar,4/11/2017,Unsuspended,0,n/a
BEBMWA03,Worsley Multi Fuel Cogeneration Plant - WA,WA,115,6225,Biomass,6/11/2017,Unsuspended,0,The total capacity is comprised of: 17 MW biomass and 98 MW diesel.
SRPVWA53,NorthamBV - Solar - WA,WA,0.6652,6401,Solar,8/11/2017,Unsuspended,0,n/a
SRPVSA32,Redmud Green Energy 14 - Solar - SA,SA,0.212,5333,Solar,8/11/2017,Unsuspended,0,n/a
SRPVNS79,Proten Solar NSW - Farm 74,NSW,0.2499,2652,Solar,10/11/2017,Unsuspended,0,n/a
SRPVNS80,Proten Solar NSW - Farm 75 - 79,NSW,1.211,2700,Solar,10/11/2017,Unsuspended,0,n/a
SRPVWA54,AAC22- Solar - WA,WA,0.1929,6152,Solar,13/11/2017,Unsuspended,0,n/a
SRPVNS81,Proten Solar NSW - Farm 60,NSW,0.3588,2680,Solar,14/11/2017,Unsuspended,0,n/a
SRPVNS82,Proten Solar NSW - Farm 61,NSW,0.3567,2680,Solar,14/11/2017,Unsuspended,0,n/a
SRPVQL50,DHP 1MW - Solar - QLD,QLD,0.9541,4352,Solar,15/11/2017,Unsuspended,0,n/a
SRPVVC61,La Trobe University Bendigo - Solar - VIC,VIC,1.1563,3552,Solar,15/11/2017,Unsuspended,0,n/a
SRPVVC62,La Trobe University Wodonga - Solar - VIC,VIC,0.4326,3690,Solar,15/11/2017,Unsuspended,0,n/a
SRPVQL52,Normanton Solar Farm - Solar - Qld,QLD,4.96,4890,Solar,15/11/2017,Unsuspended,0,n/a
SRPVWA55,Dobbie Dico -Solar -WA,WA,0.0998,6090,Solar,22/11/2017,Unsuspended,0,n/a
SRPVQL51,Moranbah Workers Solar - QLD,QLD,0.2138,4744,Solar,22/11/2017,Unsuspended,0,n/a
SRPVNS83,Pace Farms Minchinbury - Solar - NSW,NSW,0.3204,2770,Solar,22/11/2017,Suspended,0,n/a
SRPVWA56,CKB Airport Solar - WA,WA,0.1201,6430,Solar,24/11/2017,Unsuspended,0,n/a
SRPVVC63,Aeroten Leongatha Solar - VIC,VIC,0.1996,3953,Solar,27/11/2017,Unsuspended,0,n/a
SRPVQL53,Aldi Brendale - Solar - QLD,QLD,0.931,4500,Solar,27/11/2017,Unsuspended,0,n/a
SRPVVC64,Beaconhills College Berwick - Solar wSGU - Vic,VIC,0.4241,3806,Solar,27/11/2017,Unsuspended,0,n/a
SRPVQL54,Mount Sheridan Plaza -Solar - QLD,QLD,0.2995,4868,Solar,27/11/2017,Unsuspended,0,n/a
SRPVQL56,Vulcan Yatala - Solar - QLD,QLD,0.1966,4207,Solar,29/11/2017,Unsuspended,0,n/a
SRPVNS84,LMCC - Works Depot Power Station - Solar NSW,NSW,0.1569,2284,Solar,30/11/2017,Unsuspended,0,n/a
WD00VC26,Yaloak South Windfarm - VIC,VIC,28.7,3342,Wind,1/12/2017,Unsuspended,0,n/a
SRPVQL55,Kidston Solar One - Solar - Qld,QLD,63.168,4871,Solar,5/12/2017,Unsuspended,0,n/a
SRPVNS86,Pivotel Satellite Pty Ltd - Solar - NSW,NSW,0.1965,2830,Solar,5/12/2017,Unsuspended,0,n/a
SRPVQL58,Dunblane Solar A QLD,QLD,5.449,4725,Solar,6/12/2017,Unsuspended,0,n/a
SRPVQL59,Dunblane Solar B QLD,QLD,5.449,4725,Solar,6/12/2017,Unsuspended,0,n/a
SRPVQL57,PACE Institute - Solar - QLD,QLD,0.2264,4102,Solar,6/12/2017,Unsuspended,0,n/a
SRPVNS85,SV - Griffith - Solar - NSW,NSW,0.1519,2680,Solar,8/12/2017,Unsuspended,0,n/a
SRPVSA33,Redmud Green Energy 15 - Solar - SA,SA,0.212,5341,Solar,12/12/2017,Unsuspended,0,n/a
SRPVQL61,University of Southern Queensland Springfield - Solar - QLD,QLD,0.2055,4300,Solar,12/12/2017,Unsuspended,0,n/a
SRPVWA57,CJD - Guildford - Solar - WA,WA,0.1499,6055,Solar,15/12/2017,Unsuspended,0,n/a
SRPVQL60,Pittsworth - Solar - QLD,QLD,0.2835,4356,Solar,18/12/2017,Unsuspended,0,n/a
SRPVNS88,Parkes Solar Farm - Solar - NSW,NSW,65.9232,2870,Solar,20/12/2017,Unsuspended,0,n/a
WD00NS13,Sapphire Wind Farm - NSW,NSW,270,2360,Wind,20/12/2017,Unsuspended,0,n/a
SRPVSA35,Redmud Green Energy 16 - Solar - SA,SA,0.212,5333,Solar,21/12/2017,Unsuspended,0,n/a
SRPVVC65,Todae Solar - Nillumbik - Solar - VIC,VIC,0.1245,3088,Solar,21/12/2017,Unsuspended,0,n/a
SRPVSA34,Bickfords Australia - Salisbury Factory - Solar - SA,SA,0.6003,5106,Solar,22/12/2017,Unsuspended,0,n/a
SRPVSA36,Redmud Green Energy 94 - Solar - SA,SA,1.06,5322,Solar,22/12/2017,Unsuspended,0,n/a
SRPVQL62,Townsville Campus - Solar - QLD,QLD,0.1319,4810,Solar,22/12/2017,Unsuspended,0,n/a
SRPVVC66,Booth Strathmerton Solar - VIC,VIC,0.391,3641,Solar,30/12/2017,Unsuspended,0,n/a
SRPVVC69,Callister St Shepparton Solar - VIC,VIC,0.7506,3630,Solar,2/01/2018,Unsuspended,0,n/a
SRPVVC67,Aquapulse Solar - VIC,VIC,0.2249,3029,Solar,4/01/2018,Unsuspended,0,n/a
BEBGQL29,Caboolture LFG-QLD,QLD,2.134,4510,Biomass,9/01/2018,Unsuspended,0,n/a
SRPVNS89,AZ Macquarie Park - Solar - NSW,NSW,0.3564,2113,Solar,10/01/2018,Unsuspended,0,n/a
WD00VC27,Maroona Wind Farm - Vic,VIC,6.9,3377,Wind,10/01/2018,Unsuspended,0,n/a
SRPVNS90,Griffith Solar Farm - NSW - Solar,NSW,34.9424,2680,Solar,11/01/2018,Unsuspended,0,n/a
SRPVQL63,McNamee Partners - QLD - Solar,QLD,0.2592,4357,Solar,12/01/2018,Unsuspended,0,n/a
SRPVNS91,DHLS10 Horsley Park - Solar - NSW,NSW,0.1444,2175,Solar,16/01/2018,Unsuspended,0,n/a
SRPVVC68,Katunga Fresh VIC - Solar,VIC,0.197,3640,Solar,18/01/2018,Unsuspended,0,n/a
SRPVNS87,Pace Farms West Wyalong - Solar - NSW,NSW,0.928,2671,Solar,19/01/2018,Suspended,0,n/a
SRPVQL64,Special Equipment - QLD - Solar,QLD,0.3029,4174,Solar,22/01/2018,Unsuspended,0,n/a
SRPVQL66,A&J Australia Brisbane Solar PV - QLD,QLD,0.2028,4118,Solar,25/01/2018,Suspended,0,n/a
SRPVQL65,Hughenden Solar Farm - QLD,QLD,20.1617,4821,Solar,25/01/2018,Unsuspended,0,n/a
SRPVNT25,Alice Plaza - NT - Solar,NT,0.3248,0870,Solar,29/01/2018,Unsuspended,0,n/a
SRPVVC70,Martin St Tatura VIC - Solar,VIC,0.148,3616,Solar,29/01/2018,Unsuspended,0,n/a
SRPVNS92,Greystanes WIS Solar - NSW,NSW,0.4507,2145,Solar,31/01/2018,Unsuspended,0,n/a
SRPVNT28,Areyonga Solar Power Station - NT,NT,0.1002,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT29,Arlparra Solar Power Station - NT,NT,0.453,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT26,Kaltukatjara Solar Power Station - NT,NT,0.1002,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT27,Kintore Solar Power Station - NT,NT,0.2262,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT30,Lajamanu Solar Power Station - NT,NT,0.4029,0852,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT31,Nyirripi Solar Power Station - NT,NT,0.201,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT32,Yuendumu Solar Power Station - NT,NT,0.5037,0872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNS93,Bunnings Bellambi Solar - NSW,NSW,0.2495,2517,Solar,2/02/2018,Unsuspended,0,n/a
SRPVVC71,Doncaster Secondary Solar - VIC,VIC,0.299,3108,Solar,2/02/2018,Unsuspended,0,n/a
SRPVNS94,Ingleburn Stage 1 - Solar - NSW,NSW,0.356,2565,Solar,8/02/2018,Unsuspended,0,n/a
SRPVNT33,Maningrida Solar Power Station - NT,NT,1.1901,0822,Solar,8/02/2018,Unsuspended,0,n/a
SRPVVC72,Crown Melbourne Solar - VIC,VIC,0.2999,3006,Solar,9/02/2018,Unsuspended,0,n/a
SRPVNT34,Ramingining Solar Power Station - NT,NT,0.5037,0822,Solar,9/02/2018,Unsuspended,0,n/a
SRPVVC73,Top Cat Installations - Solar - VIC,VIC,0.3116,3061,Solar,9/02/2018,Unsuspended,0,n/a
HYMCVC04,Boronia Mini Hydro - VIC,VIC,0.11,3154,Hydro,12/02/2018,Unsuspended,0,n/a
HYMCVC05,Cardinia Creek Mini-Hydro - VIC,VIC,0.09,3804,Hydro,12/02/2018,Unsuspended,0,n/a
HYMCVC10,Dandenong Mini-Hydro - VIC,VIC,0.355,3175,Hydro,12/02/2018,Unsuspended,0,n/a
SRPVNS95,Lithgow Workies Solar - NSW,NSW,0.2067,2790,Solar,12/02/2018,Unsuspended,0,n/a
HYMCVC06,Mount Waverley Mini Hydro - VIC,VIC,0.3555,3149,Hydro,12/02/2018,Unsuspended,0,n/a
HYMCVC07,Wantirna Mini Hydro - VIC,VIC,0.132,3152,Hydro,12/02/2018,Unsuspended,0,n/a
SRPVSA38,Joint Venture Juicing - Solar - SA,SA,0.1863,5254,Solar,13/02/2018,Unsuspended,0,n/a
SRPVSA37,Redmud Green Energy 18 - Solar - SA,SA,0.53,5340,Solar,14/02/2018,Unsuspended,0,n/a
BEBGNS31,Goulburn Bioenergy Project -NSW,NSW,1.6,2580,Biomass,15/02/2018,Unsuspended,0,n/a
SRPVNS98,Sydney Airport T1 Carpark - Solar - NSW,NSW,0.5498,2020,Solar,16/02/2018,Unsuspended,0,n/a
SRPVQL67,University of Southern Queensland Ipswich - Solar - QLD,QLD,0.1966,4305,Solar,16/02/2018,Unsuspended,0,n/a
SRPVNS97,Milltech Hexham - Solar w SGU - NSW,NSW,0.2103,2322,Solar,20/02/2018,Unsuspended,0,n/a
SRPVSA39,Redmud Green Energy 17 - Solar - SA,SA,0.212,5333,Solar,21/02/2018,Unsuspended,0,n/a
SRPVVC75,Natures Organics - Solar - VIC,VIC,1.2995,3156,Solar,22/02/2018,Unsuspended,0,n/a
SRPVVC74,Black Rock solar farm - VIC,VIC,3.047,3227,Solar,23/02/2018,Unsuspended,0,n/a
SRPVNS96,Mitchell Foods Eastern Creek Solar - NSW,NSW,0.407,2766,Solar,28/02/2018,Unsuspended,0,n/a
SRPVVC76,Knight Court Kyneton Solar - VIC,VIC,2.4942,3444,Solar,1/03/2018,Unsuspended,0,n/a
SRPVVC77,Todae Solar - MDL Scoresby Solar VIC,VIC,0.528,3179,Solar,2/03/2018,Unsuspended,0,n/a
SRPVSA40,Redmud Green Energy 20 - Solar - SA,SA,0.212,5340,Solar,7/03/2018,Unsuspended,0,n/a
SRPVNT35,Daly River Solar Power Station - NT,NT,1.0237,0822,Solar,8/03/2018,Unsuspended,0,n/a
SRPVVC78,Ahrens Group Pty Ltd - Tarranyurk - Solar - VIC,VIC,0.1595,3414,Solar,9/03/2018,Unsuspended,0,n/a
SRPVWA58,Mineral Resources PIHA Kwinana WA Solar,WA,0.1872,6167,Solar,13/03/2018,Unsuspended,0,n/a
SRPVVC79,St Paul's Warragul Solar - VIC,VIC,0.0547,3820,Solar,13/03/2018,Unsuspended,0,n/a
SRPVQL69,Sun Metals -Solar- Qld,QLD,151.2249,4811,Solar,15/03/2018,Unsuspended,0,n/a
SRPVQL70,CLARE SOLAR FARM - QLD,QLD,127.8225,4807,Solar,16/03/2018,Unsuspended,0,n/a
SRPVAC16,SA Hughes Solar ACT,ACT,0.0999,2605,Solar,16/03/2018,Unsuspended,0,n/a
SRPVQL68,Longreach Solar Farm QLD,QLD,17.3437,4730,Solar,18/03/2018,Unsuspended,0,n/a
SRPVNS99,Hammondcare Southwood Solar - NSW,NSW,0.0997,2170,Solar,20/03/2018,Unsuspended,0,n/a
SRPVVC80,GANNAWARRA SOLAR FARM - VIC,VIC,60.236,3579,Solar,21/03/2018,Unsuspended,0,n/a
SRPVNT36,Mt Liebig Solar Power Station - NT,NT,0.0501,0872,Solar,21/03/2018,Unsuspended,0,n/a
SRPVSA41,Redmud Green Energy 29 - Solar - SA,SA,0.162,5010,Solar,22/03/2018,Unsuspended,0,n/a
SRPVVC81,Scentre Group Plenty Valley - Solar - VIC,VIC,0.3024,3082,Solar,23/03/2018,Unsuspended,0,n/a
SRPVNSA0,Dangrove Art Storage Facility Solar - NSW,NSW,0.1925,2015,Solar,26/03/2018,Unsuspended,0,n/a
SRPVQL72,Earle Haven Lodges Solar System - QLD,QLD,0.15,4211,Solar,27/03/2018,Unsuspended,0,n/a
SRPVVC82,Kaisercraft - Solar - VIC,VIC,0.1987,3219,Solar,27/03/2018,Unsuspended,0,n/a
SRPVSA42,Your DC Pty Ltd - Edinburgh - Solar - SA,SA,0.7366,5111,Solar,27/03/2018,Unsuspended,0,n/a
SRPVSA43,Redmud Green Energy 25 - Solar - SA,SA,0.212,5333,Solar,28/03/2018,Unsuspended,0,n/a
SRPVVC83,Greta Rd Wangaratta Solar - VIC,VIC,0.1145,3677,Solar,29/03/2018,Unsuspended,0,n/a
SRPVQL71,Hillsong Church Mt Gravatt Solar - QLD,QLD,0.1478,4122,Solar,29/03/2018,Unsuspended,0,n/a
SRPVNSA1,Stennett Rd Ingleburn Solar - NSW,NSW,0.2161,2565,Solar,29/03/2018,Unsuspended,0,n/a
SRPVNSA3,AIT Gunnedah - Solar - NSW,NSW,0.504,2380,Solar,3/04/2018,Unsuspended,0,n/a
SRPVSA44,Redmud Green Energy 26 - Solar - SA,SA,0.216,5333,Solar,4/04/2018,Unsuspended,0,n/a
SRPVWA59,Bestry Power Station - WA - Solar,WA,0.2745,6020,Solar,5/04/2018,Unsuspended,0,n/a
SRPVNSA2,CleanPeak Energy - Griffin Plaza - Solar - NSW,NSW,0.3656,2680,Solar,6/04/2018,Unsuspended,0,n/a
SRPVVC84,CMTP Solar Dandenong VIC,VIC,0.2187,3175,Solar,6/04/2018,Unsuspended,0,n/a
SRPVSA45,Redmud Green Energy 31 - Solar - SA,SA,0.216,5321,Solar,9/04/2018,Unsuspended,0,n/a
SRPVVC85,Hickory Structures Laverton North Solar - VIC,VIC,0.2015,3026,Solar,11/04/2018,Unsuspended,0,n/a
SRPVQL73,IKEA North Lakes Solar - QLD,QLD,0.5027,4509,Solar,11/04/2018,Unsuspended,0,n/a
SRPVSA46,Ahrens Group Pty Ltd - Kingsford - Solar - SA,SA,0.2929,5118,Solar,12/04/2018,Unsuspended,0,n/a
SRPVSA47,Peterborough Solar Farm - SA,SA,5.633,5422,Solar,12/04/2018,Unsuspended,0,n/a
SRPVVC88,134-140 Fairbairn Road - Solar - VIC,VIC,0.199,3020,Solar,17/04/2018,Unsuspended,0,n/a
SRPVVC87,Knox - Solar - VIC,VIC,0.6311,3152,Solar,18/04/2018,Unsuspended,0,n/a
SRPVVC86,Good News Lutheran College VIC - Solar,VIC,0.2362,3029,Solar,19/04/2018,Unsuspended,0,n/a
SRPVAC17,IKEA Canberra Solar - ACT,ACT,0.5002,2609,Solar,19/04/2018,Unsuspended,0,n/a
SRPVVC92,FS Energy Solar - VIC,VIC,0.2706,3030,Solar,23/04/2018,Unsuspended,0,n/a
SRPVNSA4,West Tamworth League Club Solar - NSW,NSW,0.4355,2340,Solar,24/04/2018,Unsuspended,0,n/a
SRPVVC90,CMTP Solar Colac VIC,VIC,0.2902,3250,Solar,27/04/2018,Unsuspended,0,n/a
SRPVNSA6,Hillsong Church Castle Hill Solar - NSW,NSW,0.5942,2153,Solar,27/04/2018,Unsuspended,0,n/a
SRPVVC91,Pyramid Salt Pyramid Hill Solar - VIC,VIC,0.2996,3575,Solar,27/04/2018,Unsuspended,0,n/a
SRPVVC89,Select Produce Korumburra Solar - VIC,VIC,0.2555,3950,Solar,27/04/2018,Unsuspended,0,n/a
SRPVSA48,Taplin Corporation - Jetty Road Properties - Solar - SA,SA,0.3339,5045,Solar,27/04/2018,Unsuspended,0,n/a
SRPVSA49,Taplin Corporation - Marden Shopping Centre - Solar - SA,SA,0.2442,5070,Solar,27/04/2018,Unsuspended,0,n/a
SRPVSA50,Taplin Corporation - Mawson Lakes Corporation - Solar - SA,SA,0.2587,5095,Solar,27/04/2018,Unsuspended,0,n/a
SRPVSA51,Taplin Corporation - Mitcham Shopping Centre - Solar - SA,SA,0.1224,5062,Solar,27/04/2018,Unsuspended,0,n/a
SRPVQL74,BWTP Mount Pluto Solar - QLD,QLD,0.3998,4800,Solar,30/04/2018,Unsuspended,0,n/a
SRPVNSA5,Narromine Solar Farm - NSW,NSW,10.8864,2821,Solar,30/04/2018,Unsuspended,0,n/a
SRPVVC93,Rollspack Solar - Vic,VIC,0.1728,3195,Solar,30/04/2018,Unsuspended,0,n/a
SRPVVC94,AVL Merbein Solar VIC,VIC,0.3005,3505,Solar,1/05/2018,Unsuspended,0,n/a
SRPVNSA7,Manildra Solar Farm - NSW,NSW,55.872,2865,Solar,1/05/2018,Unsuspended,0,n/a
BEBGNS32,Orora Botany Mill Power Station 1 - Biomass - NSW,NSW,1.48,2036,Biomass,1/05/2018,Unsuspended,0,n/a
SRPVQL75,BRC Millbank Solar - QLD,QLD,0.1084,4670,Solar,3/05/2018,Unsuspended,0,n/a
SRPVNSB4,Pymble Ladies' College - Solar - NSW,NSW,0.2023,2073,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVC95,University of Melbourne Allan Gilbert BLDG 104 Solar Vic,VIC,0.0955,3053,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVC99,University of Melbourne Dental Clinic BLDG 348 Solar Vic,VIC,0.0531,3052,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVC97,University of Melbourne FBE BLDG 105 Solar Vic,VIC,0.0672,3053,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVC98,University of Melbourne John Medley BLDG 191 Solar Vic,VIC,0.069,3052,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVCA1,University of Melbourne Kwong Lee Dow BLDG 263 Solar Vic,VIC,0.0804,3053,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVC96,University of Melbourne Medical Building 181 Solar Vic,VIC,0.1299,3052,Solar,3/05/2018,Unsuspended,0,n/a
SRPVVCA0,University of Melbourne VCA Film & TV BLDG 861 Solar Vic,VIC,0.1068,3006,Solar,3/05/2018,Unsuspended,0,n/a
SRPVNSA8,Warilla Bowls & Recreation Club Solar - NSW,NSW,0.3144,2528,Solar,3/05/2018,Unsuspended,0,n/a
SRPVNSB0,South Keswick Solar Farm - NSW - Solar,NSW,17.9712,2830,Solar,5/05/2018,Unsuspended,0,n/a
SRPVNSA9,Pace Farms Widgelli - Solar - NSW,NSW,0.4992,2680,Solar,7/05/2018,Suspended,0,n/a
SRPVAC18,The Canberra Burns Club Solar - ACT,ACT,0.2427,2902,Solar,8/05/2018,Unsuspended,0,n/a
SRPVVCA2,Valley Park Farm Solar - VIC,VIC,0.2131,3660,Solar,8/05/2018,Unsuspended,0,n/a
SRPVVCA5,FJ Lenne Ardmona Solar - VIC,VIC,0.5,3629,Solar,9/05/2018,Unsuspended,0,n/a
SRPVSA56,Redmud Green Energy 34 - Solar - SA,SA,0.216,5340,Solar,9/05/2018,Unsuspended,0,n/a
SRPVSA57,Redmud Green Energy 35 - Solar - SA,SA,0.216,5332,Solar,9/05/2018,Unsuspended,0,n/a
SRPVNT37,Barramundi Group - Solar - NT,NT,0.0998,0820,Solar,10/05/2018,Unsuspended,0,n/a
SRPVSA53,Redmud Green Energy 28 - Solar - SA,SA,0.216,5357,Solar,10/05/2018,Unsuspended,0,n/a
SRPVSA52,Bungala One Solar Farm SA,SA,137.8296,5700,Solar,11/05/2018,Unsuspended,0,n/a
SRPVVCA4,Interpack Solar System - VIC,VIC,0.6048,3023,Solar,11/05/2018,Unsuspended,0,n/a
WD00NS14,Silverton Wind Farm - NSW,NSW,198.94,2880,Wind,12/05/2018,Unsuspended,0,n/a
SRPVSA58,CSR Golden Grove 1MW - Solar SA,SA,1.001,5125,Solar,15/05/2018,Unsuspended,0,n/a
SRPVSA54,Redmud Green Energy 33 - Solar - SA,SA,0.211,5341,Solar,15/05/2018,Unsuspended,0,n/a
SRPVNSB1,Westpac Banking Corporation Kogarah - Solar - NSW,NSW,0.3268,2217,Solar,15/05/2018,Unsuspended,0,n/a
SRPVNSB5,TOST1 Oakdale South Estate - Solar - NSW,NSW,0.7796,2175,Solar,16/05/2018,Unsuspended,0,n/a
SRPVTA04,Tasfresh Camdale - Solar - Tas,TAS,0.1355,7320,Solar,17/05/2018,Unsuspended,0,n/a
SRPVVCB3,University of Melbourne Werribee Campus Solar Vic,VIC,0.4029,3030,Solar,17/05/2018,Unsuspended,0,n/a
SRPVQL76,Christadelphian Homes Maranatha Solar System - QLD,QLD,0.2496,4503,Solar,18/05/2018,Unsuspended,0,n/a
SRPVVCA7,Maxi Foods Ballarat Solar System - VIC,VIC,0.219,3350,Solar,18/05/2018,Unsuspended,0,n/a
SRPVVCA8,Maxi SUPA IGA Castlemaine Solar System - VIC,VIC,0.238,3450,Solar,18/05/2018,Unsuspended,0,n/a
SRPVVCA6,Olivet Aged Care Ringwood Solar System - VIC,VIC,0.0998,3134,Solar,18/05/2018,Unsuspended,0,n/a
SRPVNSB3,Star Combo Solar System - NSW,NSW,0.3375,2164,Solar,18/05/2018,Suspended,0,n/a
SRPVVCA9,Corringle Furniture - Solar - VIC,VIC,0.1298,3134,Solar,21/05/2018,Unsuspended,0,n/a
SRPVNSB2,Programmed Timbers - Solar - NSW,NSW,0.1219,2760,Solar,21/05/2018,Unsuspended,0,n/a
SRPVSA55,Redmud Green Energy 32 - Solar - SA,SA,0.216,5341,Solar,22/05/2018,Unsuspended,0,n/a
SRPVQL77,St Peters Lutheran College Indooroopilly Solar - QLD,QLD,0.5045,4068,Solar,22/05/2018,Unsuspended,0,n/a
SRPVVCA3,Swan Hill solar farm Victoria,VIC,19.2827,3585,Solar,22/05/2018,Unsuspended,0,n/a
SRPVNSB6,Agile Energy - SKP 0.3MW Solar NSW.,NSW,0.297,2148,Solar,25/05/2018,Unsuspended,0,n/a
SRPVVCB1,Casslis - Solar - VIC,VIC,0.1622,3198,Solar,25/05/2018,Unsuspended,0,n/a
SRPVVCB0,Australian Lamb Company Sunshine - Solar - VIC,VIC,0.2079,3020,Solar,28/05/2018,Suspended,0,n/a
SRPVNSB7,IKEA Marsden Park DC Solar - NSW,NSW,0.384,2765,Solar,29/05/2018,Unsuspended,0,n/a
SRPVVCB2,Australian Lamb Colac. - Solar - VIC,VIC,1.1998,3250,Solar,30/05/2018,Unsuspended,0,n/a
SRPVQL78,Big Top Mt Gravatt Queensland,QLD,0.2564,4122,Solar,30/05/2018,Unsuspended,0,n/a
SRPVSA60,Findon Shopping Centre-Solar-SA,SA,0.2548,5023,Solar,30/05/2018,Unsuspended,0,n/a
SRPVWA60,Houghton Wines - Solar - WA,WA,0.1902,6056,Solar,31/05/2018,Suspended,0,n/a
SRPVQL79,St Andrew's Lutheran College Tallebudgera - Solar - QLD,QLD,0.1998,4228,Solar,31/05/2018,Unsuspended,0,n/a
SRPVQL80,Alexandra Hills Shopping Centre- Solar - QLD,QLD,0.5118,4161,Solar,1/06/2018,Unsuspended,0,n/a
SRPVQL81,Stockland Mall Caloundra - Solar - QLD,QLD,0.2503,4551,Solar,1/06/2018,Unsuspended,0,n/a
BEBMVC05,CARINA WEST H2E - Waste - VIC,VIC,3.1,3549,Biomass,4/06/2018,Unsuspended,0,n/a
SRPVSA59,Whyalla Solar Farm 1 - SA,SA,5.9616,5601,Solar,4/06/2018,Unsuspended,0,n/a
SRPVVCB4,Chempack Derrimut Solar - VIC,VIC,0.1982,3026,Solar,6/06/2018,Unsuspended,0,n/a
WD00VC29,Salt Creek Wind Farm - VIC,VIC,54,3272,Wind,6/06/2018,Unsuspended,0,n/a
SRPVQL84,ETI Yatala - Solar - QLD,QLD,0.1736,4207,Solar,8/06/2018,Unsuspended,0,n/a
SRPVQL82,Caboolture Square Shopping Centre Solar Qld,QLD,0.5204,4510,Solar,12/06/2018,Unsuspended,0,n/a
SRPVNSB9,Impact International Smithfield Solar - NSW,NSW,0.3999,2164,Solar,12/06/2018,Unsuspended,0,n/a
WD00VC28,Mt Gellibrand Wind Farm - VIC,VIC,138.6,3241,Wind,12/06/2018,Unsuspended,0,n/a
SRPVVCB6,Easyrest Pty Ltd - Solar - VIC,VIC,0.198,3175,Solar,13/06/2018,Unsuspended,0,n/a
SRPVNT38,Woolworths Bakewell - Solar - NT,NT,0.3897,0832,Solar,14/06/2018,Unsuspended,0,n/a
SRPVNSC1,Woolworths Ballina River Street - Solar - NSW,NSW,0.2033,2478,Solar,14/06/2018,Unsuspended,0,n/a
SRPVNSC2,Woolworths Bega 1372 - Solar - NSW,NSW,0.2587,2550,Solar,14/06/2018,Unsuspended,0,n/a
SRPVSA62,Woolworths Cumberland Park - Solar - SA,SA,0.2447,5041,Solar,14/06/2018,Unsuspended,0,n/a
SRPVQL86,Woolworths Northside Plaza - Solar - QLD,QLD,0.3203,4701,Solar,14/06/2018,Unsuspended,0,n/a
SRPVNSC0,Barker College - Solar - NSW,NSW,0.168,2077,Solar,15/06/2018,Unsuspended,0,n/a
WD00NS15,Crookwell 2 Wind Farm NSW,NSW,96.04,2583,Wind,15/06/2018,Unsuspended,0,n/a
SRPVQL83,Marland Mushrooms - Solar - QLD,QLD,0.8109,4207,Solar,15/06/2018,Suspended,0,n/a
SRPVNSB8,Soma Holdings Solar - NSW,NSW,0.2401,2557,Solar,15/06/2018,Unsuspended,0,n/a
SRPVNSC5,Aldi Prestons 1.5MW - Solar NSW,NSW,1.4905,2170,Solar,18/06/2018,Unsuspended,0,n/a
SRPVSA61,Windsor Ave Port Lincoln SA - Solar,SA,0.2006,5606,Solar,19/06/2018,Unsuspended,0,n/a
SRPVNSC3,Woolworths Glen Innes - Solar - NSW,NSW,0.2094,2370,Solar,21/06/2018,Unsuspended,0,n/a
SRPVNSC4,Woolworths SLDC Erskine Park - Solar - NSW,NSW,0.4026,2759,Solar,21/06/2018,Unsuspended,0,n/a
